dataset_id,year,period,regional,local,latitude,longitude,effort,study_type,alpha_grain_type,alpha_grain_comment,gamma_bounding_box_type,gamma_bounding_box_comment,gamma_sum_grains_type,gamma_sum_grains_comment,realm,taxon,comment,alpha_grain_m2,gamma_sum_grains_km2,gamma_bounding_box_km2
larsen_2018a,2000,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2001,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2002,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2003,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2004,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2005,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2006,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2007,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2010,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2012,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2013,,Llyn Brianne,LI7,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1985,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1986,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1987,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1988,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1989,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1990,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1992,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1993,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1995,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1996,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1997,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1998,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,1999,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2000,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2001,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2002,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2003,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2004,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2005,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2006,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2007,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2010,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2012,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018a,2013,,Llyn Brianne,LI8,53.3333320617676,-3.75,1,ecological sampling,sample,hand net dimension given by the authors,catchement,area of the Llyn Brianne watershed,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, composition of 10 streams of the Llyn Brianne watershed were used.",0.05865,,300
larsen_2018b,1984,,Wales,Site_1,52.2999992370606,-3.59999990463257,1,ecological sampling,,alpha is a stream sampled in a standardised way,administrative,area of Wales,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, mean richness of 56 streams throughout Wales were used for alpha and gamma is for the country.",,,20779
larsen_2018b,1995,,Wales,Site_1,52.2999992370606,-3.59999990463257,1,ecological sampling,,alpha is a stream sampled in a standardised way,administrative,area of Wales,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, mean richness of 56 streams throughout Wales were used for alpha and gamma is for the country.",,,20779
larsen_2018b,2012,,Wales,Site_1,52.2999992370606,-3.59999990463257,1,ecological sampling,,alpha is a stream sampled in a standardised way,administrative,area of Wales,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, mean richness of 56 streams throughout Wales were used for alpha and gamma is for the country.",,,20779
larsen_2018b,1984,,Wales,Site_2,52.2999992370606,-3.59999990463257,1,ecological sampling,,alpha is a stream sampled in a standardised way,administrative,area of Wales,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, mean richness of 56 streams throughout Wales were used for alpha and gamma is for the country.",,,20779
larsen_2018b,1995,,Wales,Site_2,52.2999992370606,-3.59999990463257,1,ecological sampling,,alpha is a stream sampled in a standardised way,administrative,area of Wales,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, mean richness of 56 streams throughout Wales were used for alpha and gamma is for the country.",,,20779
larsen_2018b,2012,,Wales,Site_2,52.2999992370606,-3.59999990463257,1,ecological sampling,,alpha is a stream sampled in a standardised way,administrative,area of Wales,,,freshwater,invertebrates,"Extracted from data Larsen, S., Chase, J.M., Durance, I. and Ormerod, S.J. (2018), Lifting the veil: richness measurements fail to detect systematic biodiversity change over three decades. Ecology, 99: 1316-1326. https://doi.org/10.1002/ecy.2213. Here, mean richness of 56 streams throughout Wales were used for alpha and gamma is for the country.",,,20779
litza_2016,1967,historical,"Schleswig-Holstein, Germany",all_sites,54.25,10,51,resurvey,sample,70m long transect of the whole width (estimated 10m) of the hedgerow,administrative,area of half the state of Schleswig-Holstein,,,terrestrial,plants,"Extracted from http://dx.doi.org/10.1016/j.biocon.2016.12.003. Methods: 'Because the original study was carried out in summer, the sampling was done in June and July 2015 even though this might miss spring flowering plants. The plot length in the original studywas given as usually varying between 60 and 80 m of a hedgerow. For the resurvey, we applied a fixed length of 70 m. The plot width was defined by the borders of the adjacent fields in accordance with the original study, meaning that the field margins were also included in the sampling.' Effort is the number of historical sites that were resurveyed.",700,,7881.59
litza_2016,2015,recent,"Schleswig-Holstein, Germany",all_sites,54.25,10,51,resurvey,sample,70m long transect of the whole width (estimated 10m) of the hedgerow,administrative,area of half the state of Schleswig-Holstein,,,terrestrial,plants,"Extracted from http://dx.doi.org/10.1016/j.biocon.2016.12.003. Methods: 'Because the original study was carried out in summer, the sampling was done in June and July 2015 even though this might miss spring flowering plants. The plot length in the original studywas given as usually varying between 60 and 80 m of a hedgerow. For the resurvey, we applied a fixed length of 70 m. The plot width was defined by the borders of the adjacent fields in accordance with the original study, meaning that the field margins were also included in the sampling.' Effort is the number of historical sites that were resurveyed.",700,,7881.59
molina-martinez_2016,1988,historical,"Sierra de Juarez, Mexico",117,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,2010,recent,"Sierra de Juarez, Mexico",117,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,1988,historical,"Sierra de Juarez, Mexico",1300,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,2010,recent,"Sierra de Juarez, Mexico",1300,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,1988,historical,"Sierra de Juarez, Mexico",1600,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,2010,recent,"Sierra de Juarez, Mexico",1600,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,1988,historical,"Sierra de Juarez, Mexico",2000,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
molina-martinez_2016,2010,recent,"Sierra de Juarez, Mexico",2000,17.6166667938232,-96.4000015258789,1,resurvey,sample,500m fixed transects,box,area of the box covering the sampling points,,,terrestrial,insects,"Extracted from table 1, DOI: 10.1111/ddi.12473. Methods: 'Eight sites spanning elevations ranging from 117 m to 3000 m were surveyed in 1988 (Luis-Martinez et al., 1991) and resurveyed in 2010–2011 using 500-m fixed transect routes (Molina-Martinez et al., 2013). Butterflies were sampled using transect walks and Van Someren-Rydon traps[...]Consistency of sampling techniques between the time periods was facilitated by A. L.-M., who was involved in both the 1988 and 2010–2011 surveys. In 1988, field sampling was carried out over a 98-day period, while the 2010–2011 field observations spanned 99 days: each site was surveyed on 18–24 occasions during May to October 2010 and March to May 2011, for a total of 219 transect events.' Effort is standardised between sites.",2500,,345
